model,metric,fold,score,path,best_model
GaussianProcessSk,r2,2,0.8576213674166732,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
GaussianProcessSk,r2,3,0.8530487763790573,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
GaussianProcessSk,r2,4,0.9021636252660272,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,rsme,0,3.2593749559067233,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,rsme,1,4.616905983494944,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,rsme,2,3.211952784348559,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,rsme,3,3.851256978788246,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,rsme,4,3.6024538373533903,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,r2,0,0.8413081519682732,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,r2,1,0.7699223562978169,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,r2,2,0.834749792150277,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,r2,3,0.823385784116529,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SupportVectorMachines,r2,4,0.8012615801225986,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,rsme,0,13.934520721435547,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,rsme,1,15.952743530273438,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,rsme,2,16.344148635864258,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,rsme,3,16.66236686706543,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,rsme,4,17.061901092529297,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,r2,0,-32.47461467422827,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,r2,1,-42.41349085018362,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,r2,2,-25.671126016450643,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,r2,3,-36.69943808807545,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
NeuralNetSk,r2,4,-30.059823645605718,../data/cardiac/cardiac7/processed,SecondOrderPolynomial
SecondOrderPolynomial,rsme,0,11.86809278830285,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,rsme,1,8.193093092416714,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,rsme,2,7.417402194550357,../data/cardiac/cardiac8/processed,RBF
SecondOrderPolynomial,rsme,3,9.431035501880215,../data/cardiac/cardiac8/processed,RBF
